Text,Suspicious
"""Let’s go hiking this weekend, it’s supposed to be nice.""",0
"""I’m thinking of starting a new skincare routine.""",0
"""I need to get a new phone case, mine is cracked.""",0
"""Let’s do something fun this weekend.""",0
"""I’m going to clean the house today.""",0
"""I need to buy a new laptop charger.""",0
"""Let’s go for a drive and explore the city.""",0
"""I’m planning to redecorate my bedroom soon.""",0
"""I need to pick up my dry cleaning today.""",0
"""Let’s try a new restaurant for dinner.""",0
"""I’m planning to go to a concert next month.""",0
"""I need to buy some new workout clothes.""",0
"""Let’s go shopping for some new clothes this weekend.""",0
"""I’m thinking of joining a fitness challenge.""",0
"""I need to clean my room today.""",0
"""Let’s visit the art gallery this weekend.""",0
"""I’m planning to go camping next month.""",0
"""I need to get a haircut soon.""",0
"""Let’s go for a bike ride this afternoon.""",0
"""I’m planning to make dinner for my friends this weekend.""",0
"""I need to finish my report before tomorrow.""",0
"""Let’s grab a drink after work.""",0
"""I’m thinking of getting a new camera.""",0
"""I need to buy some new groceries.""",0
"""Let’s watch a movie tonight.""",0
"""I’m planning to try a new hobby this year.""",0
"""I need to get some new books for my bookshelf.""",0
"""Let’s go for a swim tomorrow.""",0
"""I’m thinking of adopting a pet.""",0
"""I need to update my calendar for the week.""",0
"""Let’s have a weekend getaway soon.""",0
"""I’m planning to try a new recipe for dinner.""",0
"""I need to book a spa appointment soon.""",0
"""Let’s have a game night with friends this weekend.""",0
"""I’m planning to take a cooking class.""",0
"""I need to finish my assignment tonight.""",0
"""Let’s plan a movie marathon this weekend.""",0
"""I’m thinking of buying a new watch.""",0
"""I need to get a new phone this week.""",0
"""Let’s go to a farmer’s market tomorrow morning.""",0
"""I’m planning to take a day off next week.""",0
"""I need to make a list of things to do.""",0
"""Let’s visit a new café tomorrow.""",0
"""I’m going to work on my personal project this weekend.""",0
"""I need to pick up a gift for my friend.""",0
"""Let’s go to the beach this weekend.""",0
"""I’m planning to start a new workout routine.""",0
"""I need to finish my grocery shopping this afternoon.""",0
"""Let’s plan a trip to the mountains next month.""",0
"""I’m thinking of getting a new laptop.""",0
"""I need to get my eyes checked soon.""",0
"""Let’s go for a walk this evening.""",0
"""I’m planning to do some spring cleaning next week.""",0
"""I need to pick up a few things from the pharmacy.""",0
"""Let’s go for a run tomorrow morning.""",0
"""I’m planning to get a new phone soon.""",0
"""I need to buy some new skincare products.""",0
"""Let’s visit the park tomorrow.""",0
"""I’m thinking of learning a new language.""",0
"""I need to finish my work before the deadline.""",0
"""Let’s go to a concert next weekend.""",0
"""I’m planning to try a new restaurant this week.""",0
"""I need to get my car washed this weekend.""",0
"""Let’s go for a coffee date tomorrow.""",0
"""I’m planning to take a nap this afternoon.""",0
"""I need to organize my bookshelf.""",0
"""Let’s have a barbecue at my place this weekend.""",0
"""I’m thinking of redecorating my living room.""",0
"""I need to pick up a new pair of shoes.""",0
"""Let’s try out a new workout class together.""",0
"""I’m planning to visit the museum next week.""",0
"""I need to finish my book soon.""",0
"""Let’s go to the zoo this weekend.""",0
"""I’m thinking of joining a book club.""",0
"""I need to clean the bathroom this week.""",0
"""Let’s have a picnic at the park tomorrow.""",0
"""I’m planning to visit my friends this weekend.""",0
"""I need to check the weather before going out.""",0
"""Let’s try a new café for breakfast.""",0
"""I’m planning to take up photography this year.""",0
"""I need to buy a new pair of sunglasses.""",0
"""Let’s go on a shopping spree this weekend.""",0
"""I’m thinking of learning how to knit.""",0
"""I need to finish my paperwork today.""",0
"""Let’s go for a walk in the evening.""",0
"""I’m planning to meet with some friends this weekend.""",0
"""I need to take care of some errands today.""",0
"""Let’s plan a girls' night out next month.""",0
"""I’m thinking of adopting a dog soon.""",0
"""I need to finish my lunch before going back to work.""",0
"""Let’s go on a road trip next weekend.""",0
"""I’m planning to visit a new city next month.""",0
"""I need to check my emails.""",0
"""Let’s grab lunch at that new place downtown.""",0
"""I’m planning to go for a swim tomorrow.""",0
"""I need to clean my car this weekend.""",0
"""Let’s make a list of things to do for the weekend.""",0
"""I’m thinking of getting a new workout routine.""",0
"""I need to start meal prepping for the week.""",0
"""Let’s go to the movies tomorrow night.""",0
"""I’m planning to take a day off next month.""",0
"""I need to finish reading that book.""",0
"""Let’s plan a trip to the beach this summer.""",0
"""I’m thinking of going camping this year.""",0
"""I need to get a new bedspread for my room.""",0
"""Let’s go for a bike ride tomorrow.""",0
"""I’m planning to cook a big meal this weekend.""",0
"""I need to organize my closet this week.""",0
"""Let’s go grab some lunch, I’m starving!""",0
"""I need to pick up a few things from the store.""",0
"""I’m planning to watch a movie tonight.""",0
"""Can you help me with my homework?""",0
"""I need to get my car serviced soon.""",0
"""Let’s go for a walk in the park this afternoon.""",0
"""I’m thinking of redecorating my bedroom.""",0
"""I need to finish some work before I can relax.""",0
"""Let’s plan a weekend getaway.""",0
"""I’m thinking about starting a new workout routine.""",0
"""I need to buy a new phone charger.""",0
"""Let’s meet up for coffee later.""",0
"""I’m planning to take a nap this afternoon.""",0
"""I need to start packing for my trip.""",0
"""Let’s watch a new TV show together.""",0
"""I’m thinking of getting a new laptop.""",0
"""I need to finish my project before tomorrow.""",0
"""Let’s go to the beach this weekend.""",0
"""I’m planning to organize my closet.""",0
"""I need to make a list of things to do today.""",0
"""Let’s catch up soon, it’s been a while!""",0
"""I’m thinking of trying a new recipe for dinner.""",0
"""I need to get a new pair of shoes.""",0
"""Let’s go to the park and relax.""",0
"""I’m planning to spend the weekend with my family.""",0
"""I need to check my emails today.""",0
"""Let’s go to a new restaurant tonight.""",0
"""I’m thinking of starting a new hobby.""",0
"""I need to clean the house today.""",0
"""Let’s go for a jog in the morning.""",0
"""I’m planning to visit the museum this weekend.""",0
"""I need to buy some new clothes for the winter.""",0
"""Let’s play a game tonight.""",0
"""I’m thinking of joining a gym.""",0
"""I need to get some groceries for the week.""",0
"""Let’s go on a hike this Saturday.""",0
"""I’m planning to visit my friends this weekend.""",0
"""I need to book my flight for next month.""",0
"""Let’s plan a movie night this weekend.""",0
"""I’m thinking of getting a pet.""",0
"""I need to get my nails done.""",0
"""Let’s have a barbecue this weekend.""",0
"""I’m planning to try yoga next week.""",0
"""I need to get some new books for the weekend.""",0
"""Let’s go shopping for some new clothes.""",0
"""I’m thinking of painting my room.""",0
"""I need to call my mom later today.""",0
"""Let’s grab a drink after work.""",0
"""I’m planning to take a day off next week.""",0
"""I need to buy some new stationery for school.""",0
"""Let’s make plans for the weekend.""",0
"""I’m thinking of taking a vacation this summer.""",0
"""I need to check the weather before going out.""",0
"""Let’s go to the movies tomorrow.""",0
"""I’m planning to visit a new city next month.""",0
"""I need to find a new restaurant for date night.""",0
"""Let’s go bowling this weekend.""",0
"""I’m thinking of trying a new fitness class.""",0
"""I need to finish my homework before going out.""",0
"""Let’s plan a surprise for our friend’s birthday.""",0
"""I’m thinking of buying a new pair of headphones.""",0
"""I need to buy some new skincare products.""",0
"""Let’s go to a new café in town.""",0
"""I’m planning to spend the day at the beach.""",0
"""I need to make a dentist appointment.""",0
"""Let’s go to a concert next weekend.""",0
"""I’m thinking of getting a new phone.""",0
"""I need to start meal prepping for the week.""",0
"""Let’s catch up tomorrow afternoon.""",0
"""I’m planning to redecorate my living room.""",0
"""I need to clean out my closet this weekend.""",0
"""Let’s make a plan to meet up next week.""",0
"""I’m thinking of taking a dance class.""",0
"""I need to pick up some snacks for the weekend.""",0
